Domain_Name,Organization_Name
sainikschoolnagrota.com,"Sainik School Nagrota, Jammu and Kashmir"
sainikschoolnalanda.bih.nic.in,"Sainik School Nalanda, Bihar"
sainikschoolpunglwa.nic.in,"Sainik School, Punglwa, Nagaland"
sainikschoolpurulia.com,"Sainik School Purulia, West Bengal"
sainikschoolrewa.ac.in,"Sainik School Rewa, Madhya Pradesh"
sainikschoolsujanpurtira.org,"Sainik School Sujanpur Tira, Himachal Pradesh"
sainikschooltilaiya.org,"Sainik School Tilaiya, Jharkhand"
sainikschooltvm.nic.in,"Sainik School Kazhakootam, Kerala"
sakshat.ac.in,"Sakshat - Education Portal, Government of India"
salarjungmuseum.in,"Salar Jung Museum, Hyderabad, Andhra Pradesh"
samanvay.cpse.in,Samanvay - Knowledge Management Portal for CPSEs
samarth-textiles.gov.in,Samarth (Scheme For Capacity Building In Textile Sector) by Ministry of Textiles
sameer.gov.in,Society for Applied Microwave Electronic Engineering and Research (SAMEER)
sampark.msme.gov.in,Placement Portal for MSME Technology Centres Trainees
sancharika.com,"Sancharika, West Bengal Telecom Circle"
sangeetnatak.gov.in,Sangeet Natak Akademi
sanskrit.nic.in,Rashtriya Sanskrit Sansthan
saralsanchar.gov.in,"Saral Sanchar Portal for various types of Licenses and Registration Certificates, Department of Telecom"
saransh.nic.in,Saransh - a tool for Comprehensive Self Review for CBSE affiliated Schools and Parents
sat.gov.in,"Securities Appellate Tribunal, Mumbai"
satcom.nic.in,"Satellite Communication Group (SATCOM), Delhi"
satmanipur.nic.in,"State Academy of Training (SAT), Manipur"
saubhagya.gov.in,Pradhan Mantri Sahaj Bijli Har Ghar Yojana (Saubhagya)
sb.bsf.gov.in,"South Bengal Frontier, Border Security Force"
sbiri.nic.in,Small Business Innovation Research Initiative
sbkosh.gov.in,Swachh Bharat Kosh (SBK) - to attract Corporate Social Responsibility (CSR) funds for Swachh Bharat
scb.aponline.gov.in,"Cantonment Board, Secunderabad, Andhra Pradesh"
scclmines.com,Singareni Collieries Company Limited (SCCL)
scemcd.gov.in,"EMC Division, SAMEER Center for Electromagnetics"
scfbio-iitd.res.in,"Supercomputing Facility for Bioinformatics & Computational Biology (SCFBIO), IIT Delhi"
scholarships.gov.in,National Scholarships Portal
schoolgis.nic.in,Web Based School GIS application - an initiative of the Department of School Education and Literacy
schoolreportcards.in,"School Report Cards - National University of Educational Planning and Administration  (NUEPA), New Delhi"
sciencecongress.nic.in,"Indian Science Congress Association, Kolkata"
scl.gov.in,Semi-Conductor Laboratory
scootersindia.com,Scooters India Ltd.
scopeonline.in,Standing Conference of Public Enterprises (SCOPE)
scores.gov.in,"Sebi COmplaints and REdress System (SCORES), Securities and Exchange Board of India (SEBI)"
scr.indianrailways.gov.in,South Central Railway
scstsenvis.nic.in,"ENVIS - Centre on EcoTourism,  State Council of Science and Technology for Sikkim"
sctimst.ac.in,Sree Chitra Tirunal Institute for Medical Sciences and Technology (SCTIMST)
sczcc.gov.in,"South Central Zone Cultural Center, Nagpur"
sdis.gov.in,"Skill Development Initiative Scheme (SDIS), Ministry of Skill Development and  Entrepreneurship"
sdtckochi.nic.in,"Software Development and Training Centre (SDTC), National Informatics Centre (NIC), Kochi"
sebi.gov.in,Securities and Exchange Board of India (SEBI)
seci.co.in,"Solar Energy Corporation of India, New Delhi"
secl.gov.in,South Eastern Coalfields Limited (SECL)
secr.indianrailways.gov.in,South East Central Railway
seednet.gov.in,"SeedNet India Portal - National Initiative for Information on Quality Seeds, New Delhi"
seedres.in,"ICAR - Directorate of Seed Research, Maunath Bhanjan, Uttar Pradesh"
seepz.gov.in,"Santa Cruz Special Economic Zone (SEEPZ),  Andheri East, Mumbai"
seismo.gov.in,National Centre for Seismology (NCS)
self4society.mygov.in,Self 4 Society - Main Nahin Hum Portal
ser.indianrailways.gov.in,South Eastern Railway
serb.gov.in,Science and Engineering Research Board (SERB)
servicesepc.org,"Services Export Promotion Council, Gurgaon"
servicetaxchennai.gov.in,"Commissionerate of Service Tax, Chennai"
servicetaxdelhi3.gov.in,"Service Tax Commissionerate, Delhi III"
seshagun.gov.in,School Education Shagun Portal : Samagra Shiksha
settlementcommission-cest.gov.in,"Settlement Commission, Customs, Central Excise and Service Tax"
sevakarahmedabad.nic.in,"Service Tax Division, Ahmedabad"
sezindia.gov.in,Special Economic Zones
sfacindia.com,"Small Farmers Agri - Business Consortium (SFAC), New Delhi"
sfio.nic.in,Serious Fraud Investigation Office (SFIO)
sflmod.nic.in,"School of Foreign Languages (SFL), New Delhi"
sgr.bsf.gov.in,"Srinagar Frontier, Border Security Force (BSF)"
shar.gov.in,Satish Dhawan Space Centre SHAR (SDSC - SHAR)
shebox.nic.in,SHe-Box - Online Complaint Management System  for Sexual Harassment at Workplace
shellacepc.com,"Shellac and Forest Products Export Promotion Council, Kolkata"
shillongcustoms.gov.in,"Commissionerate of Customs (Preventive), North Eastern Region, Shillong"
shipindia.com,Shipping Corporation of India Limited (SCI)
shipmin.gov.in,Ministry of Shipping
shp.gov.in,"Small Hydro Power (SHP) Programme, Ministry of New and Renewable Energy"
shramsuvidha.gov.in,Shram Suvidha - Unified Portal for Labour and Employment
shsrckerala.org,"State Health Systems Resource Centre, Kerala (SHSRCK),Kerala"
sicldr.gov.in,Semiconductor Integrated Circuits Layout Design Registry (SICLDR)
sietpatna.nic.in,"State Institute of Education Technology, Patna"
sih.gov.in,Smart India Hackathon - a unique Open Innovation Model for identifying new and disruptive technology innovations
sihmct.org,"State Institute of Hotel Management & Catering Technology (SIHMCT), Tiruchirappalli, Tamilnadu"
sikkim.nic.in,"Sikkim State Centre, National Informatics Centre (NIC)"
silkmarkindia.com,"Silk Mark Organisation of India, Bangalore"
silks.csb.gov.in,"SILKS - Sericulture Information Linkages and Knowledge System, Central Silk Board"
singareni-tenders.gov.in,eProcurement Portal of Singareni Collieries Company Limited
sisiranchi.nic.in,"MSME - Development Institute, Ranchi, Jharkhand"
sjvn.nic.in,Satluj Jal Vidyut Nigam (SJVN) Limited
skilldevelopment.gov.in,Ministry of Skill Development and Entrepreneurship
slbcne.nic.in,State Level Bankers' Committee - North Eastern States
sliet.ac.in,Sant Longowal Institute of Engineering and Technology (SLIET)
slusi.dacnet.nic.in,Soil and Land Use Survey of India
smartcities.gov.in,"Smart Cities Mission, Govt. of India"
smdp2vlsi.gov.in,SMDPII - VLSI: Special Manpower Development Programme in the area of VLSI Design
smdpc2sd.gov.in,Special Manpower Development Program for Chips to System Design (SMDP-C2SD)
socialaudit.gov.in,"Social Audit, PES, e-Panchayat MMP of Ministry of Panchayati Raj"
socialjustice.gov.in,Ministry of Social Justice and Empowerment
sociology.du.ac.in,"Department of Sociology, Delhi School of Economics"
soilhealth5.gov.in,"Soil Health Card, 	Department of Agriculture, Cooperation & Farmers Welfare"
soilhealth7.gov.in,"Soil Health Maps, Department of Agriculture, Cooperation & Farmers Welfare"
soinakshe.uk.gov.in,Nakshe Portal by Survey of India - Aadhaar based access to Open Series Maps (OSM)
solarrooftop.gov.in,"Grid Connected Solar Rooftop System,  Ministry of New and Renewable Energy"
spabhopal.ac.in,"School of Planning and Architecture, Bhopal"
spaenvis.nic.in,"ENVIS - Centre for Environmental Studies, School of Planning and Architecture, New Delhi"
spdcindia.gov.in,"Scholarship Programme for Diaspora Children (SPDC), Ministry of External Affairs"
speakerloksabha.gov.in,"Office of the Speaker, Lok Sabha"
spfo.gov.in,Seamens Provident Fund Organisation
spg.nic.in,Special Protection Group (SPG)
spicebioinfo.res.in,"Bioinformatics Centre, Indian Institute of Spices Research (IISR), Calicut"
spices.res.in,"Indian Institute of Spices Research (IISR), Calicut, Kerala"
spl.gov.in,"Space Physics Laboratory (SPL), Department of Space, Govt. of India"
spmcil.com,Security Printing and Minting Corporation of India Limited (SPMCIL)
spmhoshangabad.spmcil.com,"Security Paper Mill, Hoshangabad, Madhya Pradesh"
sportsauthorityofindia.gov.in,Sports Authority of India (SAI)
sportsgoodsindia.org,Sports Goods Export Promotion Council (SGEPC)
spphyderabad.spmcil.com,"Security Printing Press, Hyderabad"
sr.indianrailways.gov.in,Southern Railway
srcwnagaland.nic.in,"State Resource Centre for Women, Nagaland"
srfmtti.dacnet.nic.in,Southern Region Farm Machinery Training and Testing Institute (SRFMT&TI)
srfti.gov.in,Satyajit Ray Film and Television Institute
srldc.org,"Southern Regional Load Despatch Center - Power System Operation Corporation Limited, Bangalore"
srp.iitm.ac.in,"Socially Relevant Projects, IIT Madras"
srpc.kar.nic.in,Southern Regional Power Committee
srtepc.org,Synthetic and Rayon Textiles Export Promotion Council (SRTEPC)
ssa.nic.in,Sarva Shiksha Abhiyan (SSA)
ssb.gov.in,Sashastra Seema Bal (SSB)
ssbprize.gov.in,Shanti Swarup Bhatnagar Prize by CSIR for Science and Technology
ssbrectt.gov.in,Sashastra Seema Bal Recruitments
ssc-cr.org,"Staff Selection Commission (SSC), Central Region"
ssc.nic.in,Staff Selection Commission (SSC)
sscac.gov.in,Sardar Sarovar Construction Advisory Committee (SSCAC)
sscbindia.in,Services Sports Control Board
sscer.org,"Staff Selection Commission (SSC), Eastern Region (Kolkata)"
sschittorgarh.com,"Sainik School, Chittorgarh, Rajasthan"
ssckkr.kar.nic.in,Staff Selection Commission Bangalore
sscmpr.org,"Staff Selection Commission (SSC), Madhya Pradesh Sub Region"
sscner.org.in,"Staff Selection Commission, Regional Office, (NER), Guwahati"
sscnr.net.in,"Staff Selection Commission (SSC), Northern Region"
sscnwr.org,"Staff Selection Commission (SSC), North Western Region Chandigarh"
ssconline.nic.in,Staff Selection Commision
sscsr.gov.in,"Staff Selection Commission (SSC), Southern Region"
sscwr.net,"Staff Selection Commission (SSC), Western Region (Mumbai)"
ssghorakhal.org,"Sainik School Ghorakhal, Nainital, Uttarakhand"
ssimphal.nic.in,"Sainik School, Imphal, Manipur"
sskapurthala.com,"Sainik School Kapurthala, Punjab"
sskunjpura.org,"Sainik School Kunjpura, Karnal, Haryana"
ssrw.org,"Sainik School Rewari, Haryana"
startupindia.gov.in,"Startup India - a flagship initiative of the Government of India, to build a strong eco-system for nurturing innovation and Startups"
stc.gov.in,State Trading Corporation of India Limited (STCI)
stcmis.gov.in,Scheduled Tribe Component (STC) Monitoring System by Ministry of Tribal Affairs
steel.gov.in,Ministry of Steel
stic-dst.org,"S and T International Cooperation Division, New Delhi"
stp.bsnl.co.in,Southern Telecom Project Circle
stpi.in,Software Technology Parks of India (STPI)
stqc.gov.in,"Standardisation, Testing and Quality Cerification (STQC)"
str.bsnl.co.in,Southern Telecom Region
student.nielit.gov.in,NIELIT - Online Student Information and Enrollment System
studyinindia.gov.in,Study in India Portal by EdCIL (India) Limited
sugarcane.icar.gov.in,"Sugarcane Breeding Institute, Coimbatore"
sulabhenvis.nic.in,SulabhENVIS Centre at  Sulabh International Institute of Health and Hygiene (SIIHH)
surveyofindia.gov.in,"Survey Of India, Dehradun, Uttarakhand"
svnirtar.nic.in,"Swami Vivekanand National Institute of Rehabilitation Training and Research (SVNIRTAR), Olatpur, Odisha"
svnit.ac.in,"Sardar Vallabhbhai National Institute of Technology, Surat"
svpistm.ac.in,"Sardar Vallabhbhai Patel International School of Textiles & Management, Coimbatore, Tamil Nadu"
svpnpa.gov.in,Sardar Vallabhbhai Patel National Police Academy
swaasthindia.gov.in,Swaasth India - Ministry of Health & Family Welfare
swachhbharatmissiongramin.gov.in,Swachh Bharat Mission - Gramin by Ministry of Drinking Water and Sanitation
swachhbharaturban.gov.in,Swachh Bharat Mission - Urban
swachhiconicplaces.gov.in,Swachh Iconic Places
swadeshdarshan.gov.in,"Swadesh Darshan Scheme, Ministry of Tourism"
swavlambancard.gov.in,Unique Disability ID (UDID) - an integrated system for Issuance of Universal ID & Disability Certificates for Person with Disabilities
swayam.gov.in,"SWAYAM - Online Learning Courses, AICTE, MHRD, Govt. of India"
swayamprabha.gov.in,Swayam Prabha - Free DTH Channels for Education
swr.indianrailways.gov.in,South Western Railway
tamilnadu.bsnl.co.in,Tamil Nadu Telecom Circle
tamilnadupost.nic.in,"Tamil Nadu Postal Circle, Department of Posts"
tamra.gov.in,TAMRA Web Portal by Ministry of Mines
tarangsanchar.gov.in,Tarang Sanchar Portal by Department of Telecommunications (DoT)
tariffauthority.gov.in,Tariff Authority for Major Ports (TAMP)
tbboard.gov.in,Tungabhadra Board
tbcindia.gov.in,"Central Tuberculosis (TB) Division, Direcotorate Genaral of Health Services"
tc.nic.in,Tariff Commission
tccms.gov.in,Online Telecom Consumer Complaints Monitoring System
tcil-india.com,Telecommunications Consultants India Limited (TCIL)
tcilcorp.gov.in,"Tyre Corporation of India Limited (TCIL), West Bengal"
tcm.bsf.gov.in,"Frontier Headquarters Border Security Force, Tripura"
tcpomud.gov.in,Town and Country Planning Organisation
tcs.bsf.gov.in,"Training Centre and School, Border Security Force (BSF)"
tcs.tifr.res.in,"School of Technology and Computer Science, Tata Institute of Fundamental Research (TIFR), Mumbai"
tdb.gov.in,"Technology Development Board (TDB), New Delhi"
tdil-dc.in,Indian Language Technology Proliferation and Deployment Centre (ILTP-DC)
tdil.mit.gov.in,Technology Development for Indian Languages (TDIL)
tdsat.gov.in,Telecom Disputes Settlement and Appellate Tribunal (TDSAT)
tdscpc.gov.in,TRACES - TDS (Tax Deducted at Source) Reconciliation Analysis and Correction Enabling System
teaauction.gov.in,"Tea e - Auction, Electronic Auction of Tea"
teaboard.gov.in,"Tea Board of India, Kolkata, West Bengal"
tec.gov.in,"Telecommunication Engineering Centre, New Delhi"
techmotivator.iitm.ac.in,Tech Motivator - Electronic Newsletter dedicated to Technology
tejas.gov.in,Tejas - India's Light Combat Aircraft
telecomepc.in,"Telecom Equipment and Services Export Promotion Council (TEPC), New Delhi"
tender.dvc.gov.in,Tender Information System - Damodar Valley Corporation
tenders.gov.in,Indian Government Tenders Information System
tenet.res.in,"Telecommunication and Computer Networking Group, IIT Madras"
terienvis.nic.in,"ENVIS Centre on Renewable Energy and Environment, TERI, New Delhi"
texlytics.gov.in,"Textiles Export Intelligence, Ministry of Textiles"
textilescommittee.gov.in,Textiles Committee
tezu.ernet.in,Tezpur University
tfciltd.com,"Tourism Finance Corporation of India Limited, New Delhi"
tfjbp.bsnl.co.in,"Telecom Factory, Jabalpur, BSNL"
tfkolkata.bsnl.co.in,"Telecom Factory, Kolkata, BSNL"
tfmumbai.bsnl.co.in,"Telecom Factory, Mumbai, BSNL"
tfri.icfre.gov.in,Tropical Forest Research Institute (TFRI)
tfrichhai.bsnl.co.in,"Telecom Factory, Richhai, BSNL"
thdc.co.in,Tehri Hydro Development Corporation (THDC)
theashokgroup.com,India Tourism Development Corporation India
thenationaltrust.gov.in,"National Trust for the Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities, New Delhi"
theory.tifr.res.in,"Department of Theoretical Physics, Tata Institute of Fundamental Research (TIFR), Mumbai"
thims.gov.in,"Tourism & Hospitality Institute Management System, Ministry of Tourism"
thsti.res.in,"Translational Health Science and Technology Institute (THSTI), Gurgaon, Haryana"
tifac.org.in,"Technology Information, Forecasting and Assessment Council (TIFAC)"
tifr.res.in,Tata Institute of Fundamental Research (TIFR)
tigernet.nic.in,"Tigernet, a directory of tigers and other wildlife mortality, National Tiger Conservation Authority"
tin-nsdl.com,"Tax Information Network (TIN), National Securities Depository Limited"
tin.tin.nsdl.com,"OLTAS - Challan Status Inquiry, Income Tax Department"
tin.tin.nsdl.com,"Online Refund Status for Taxpayers, Income Tax Department"
tinxsys.com,"Tax Information Exchange System (TINXSYS), Delhi"
tirupaticentralexcise.gov.in,"Customs, Central Excise and Service Tax Commissionorate, Tirupati, Chittoor"
tkdl.res.in,"Traditional Knowledge Digital Library (TKDL), New Delhi"
tmc.gov.in,Tata Memorial Centre (Hospital) (TMC) 
tmnehs.gov.in,Technology Mission for Developement of Horticulture in North Eastern and Himalayan States
tn.nic.in,"Tamil Nadu State Centre, National Informatics Centre (NIC)"
tnd.bsnl.co.in,"Inspection Circle(Technical and Development) Circle, BSNL"
tnincometax.gov.in,"Income Tax Department, Tamil Nadu and Pudhucherry"
tobaccoboard.com,"Tobacco Board, India"
todfodjodarchive.nic.in,"Tod Fod Jod, National Innovation Council"
tolicahmedabad.gov.in,"Town Official Language Implementation Committee, Ahmedabad"
tourism.gov.in,Ministry of Tourism
tourismfinacct.nic.in,Financial Accounting System - For IndiaTourism overseas offices
tourismpmis.nic.in,"Project Monitoring Information System (PMIS), Ministry of Tourism"
track.nic.in,"Man Power and Management System, National Informatics Centre, New Delhi"
trackthemissingchild.gov.in,National Tracking System for Missing & Vulnerable Children
trai.gov.in,Telecom Regulatory Authority of India (TRAI)
transformingindia.mygov.in,Transforming India - a repository for sharing the impact of various governance initiatives
trgnetindia.gov.in,Network of Public Service Training Institutions
tribal.gov.in,Ministry of Tribal Affairs
tripuraicar.nic.in,"ICAR Research Complex for NEH Region, Tripura"
tropmet.res.in,Indian Institute of Tropical Meteorology (IITM)
